,id,neighborhood_id,borough_id,latitude,longitude,roomtype_id,price,number_of_reviews,superhost,borough,neighbourhood,room_type
30947,30465706,67,2,40.6685,-73.9227,2,59,7,1,Brooklyn,Crown Heights,Private room
30962,32441769,67,2,40.67485,-73.9621,2,50,16,1,Brooklyn,Crown Heights,Private room
30964,32750384,67,2,40.66911,-73.9215,2,54,11,1,Brooklyn,Crown Heights,Private room
30965,32847003,67,2,40.67102,-73.9306,2,65,4,1,Brooklyn,Crown Heights,Private room
30966,32898133,67,2,40.67594,-73.9158,2,37,8,1,Brooklyn,Crown Heights,Private room
30969,33156370,67,2,40.66882,-73.9228,2,44,5,1,Brooklyn,Crown Heights,Private room
30971,33515760,67,2,40.6641,-73.9582,2,50,31,1,Brooklyn,Crown Heights,Private room
30974,33688029,67,2,40.6689,-73.9586,2,64,6,1,Brooklyn,Crown Heights,Private room
30975,33701016,67,2,40.67781,-73.9534,2,130,17,1,Brooklyn,Crown Heights,Private room
30977,33845173,67,2,40.66898,-73.9584,2,59,6,1,Brooklyn,Crown Heights,Private room
30978,33845393,67,2,40.66901,-73.9584,2,60,3,1,Brooklyn,Crown Heights,Private room
30980,33988643,67,2,40.66904,-73.9584,2,55,6,1,Brooklyn,Crown Heights,Private room
30981,34020097,67,2,40.67124,-73.9547,2,50,24,1,Brooklyn,Crown Heights,Private room
30997,37202400,67,2,40.67079,-73.9303,2,36,18,1,Brooklyn,Crown Heights,Private room
31000,37485624,67,2,40.66965,-73.9465,2,50,16,1,Brooklyn,Crown Heights,Private room
31001,37514801,67,2,40.67306,-73.9512,2,64,22,1,Brooklyn,Crown Heights,Private room
31004,37812226,67,2,40.67691,-73.9239,2,45,31,1,Brooklyn,Crown Heights,Private room
31014,38166035,67,2,40.67474,-73.9116,2,44,14,1,Brooklyn,Crown Heights,Private room
31015,38216335,67,2,40.67482,-73.9233,2,75,23,1,Brooklyn,Crown Heights,Private room
31016,38287428,67,2,40.67501,-73.9239,2,68,27,1,Brooklyn,Crown Heights,Private room
31018,38458793,67,2,40.6786,-73.9534,2,65,9,1,Brooklyn,Crown Heights,Private room
31021,38815886,67,2,40.67523,-73.9524,2,51,18,1,Brooklyn,Crown Heights,Private room
31022,38872017,67,2,40.67627,-73.9294,2,90,6,1,Brooklyn,Crown Heights,Private room
31025,39153442,67,2,40.67687,-73.949,2,45,13,1,Brooklyn,Crown Heights,Private room
31027,39273168,67,2,40.67489,-73.924,2,105,13,1,Brooklyn,Crown Heights,Private room
31028,39412555,67,2,40.66748,-73.9515,2,52,1,1,Brooklyn,Crown Heights,Private room
31030,39487415,67,2,40.66377,-73.9554,2,64,26,1,Brooklyn,Crown Heights,Private room
31037,39919890,67,2,40.67719,-73.9376,2,75,31,1,Brooklyn,Crown Heights,Private room
31039,40180189,67,2,40.6671,-73.9442,2,60,11,1,Brooklyn,Crown Heights,Private room
31040,40292072,67,2,40.67404,-73.9423,2,55,2,1,Brooklyn,Crown Heights,Private room
31057,42596580,67,2,40.66472,-73.9328,2,35,1,1,Brooklyn,Crown Heights,Private room
31060,43222663,67,2,40.67582,-73.9143,2,37,2,1,Brooklyn,Crown Heights,Private room
31066,43826411,67,2,40.66494,-73.9339,2,36,0,1,Brooklyn,Crown Heights,Private room
31068,43922308,67,2,40.67128,-73.9448,2,37,7,1,Brooklyn,Crown Heights,Private room
31084,45343990,67,2,40.66605,-73.9477,2,100,0,1,Brooklyn,Crown Heights,Private room
31091,45616614,67,2,40.67397,-73.9245,2,34,0,1,Brooklyn,Crown Heights,Private room
31099,45911932,67,2,40.66726,-73.9528,2,125,0,1,Brooklyn,Crown Heights,Private room
31102,46005283,67,2,40.66413,-73.9325,2,30,0,1,Brooklyn,Crown Heights,Private room
31109,46233640,67,2,40.66563,-73.9338,2,18,0,1,Brooklyn,Crown Heights,Private room
31114,46408851,67,2,40.66468,-73.9346,2,24,0,1,Brooklyn,Crown Heights,Private room
31122,82549,58,2,40.6926,-73.9983,2,100,67,1,Brooklyn,Brooklyn Heights,Private room
31124,3840541,58,2,40.69085,-73.9923,2,150,89,1,Brooklyn,Brooklyn Heights,Private room
31127,11624287,58,2,40.69109,-73.9951,2,69,58,1,Brooklyn,Brooklyn Heights,Private room
31133,17791938,58,2,40.69224,-73.9919,2,150,78,1,Brooklyn,Brooklyn Heights,Private room
31135,20574057,58,2,40.69204,-73.9928,2,140,10,1,Brooklyn,Brooklyn Heights,Private room
31138,25804970,58,2,40.69776,-73.992,2,75,90,1,Brooklyn,Brooklyn Heights,Private room
31147,864981,94,2,40.64902,-74.009,2,59,46,1,Brooklyn,Sunset Park,Private room
31148,940116,94,2,40.64942,-74.0075,2,59,44,1,Brooklyn,Sunset Park,Private room
31149,2267177,94,2,40.655,-74.0068,2,60,234,1,Brooklyn,Sunset Park,Private room
31150,2399638,94,2,40.65042,-74.007,2,35,0,1,Brooklyn,Sunset Park,Private room
31151,2532443,94,2,40.63747,-74.0115,2,57,9,1,Brooklyn,Sunset Park,Private room
31155,3625870,94,2,40.64894,-74.0062,2,49,58,1,Brooklyn,Sunset Park,Private room
31159,4728136,94,2,40.65014,-74.0062,2,40,13,1,Brooklyn,Sunset Park,Private room
31160,4887473,94,2,40.64132,-74.0177,2,56,12,1,Brooklyn,Sunset Park,Private room
31169,8173559,94,2,40.64355,-74.0191,2,68,17,1,Brooklyn,Sunset Park,Private room
31178,12502633,94,2,40.66556,-73.993,2,115,556,1,Brooklyn,Sunset Park,Private room
31190,14228589,94,2,40.64769,-74.0003,2,43,59,1,Brooklyn,Sunset Park,Private room
31191,14622053,94,2,40.64263,-74.0181,2,61,114,1,Brooklyn,Sunset Park,Private room
31193,15095589,94,2,40.65626,-74.0028,2,60,40,1,Brooklyn,Sunset Park,Private room
31196,16226066,94,2,40.64705,-73.9993,2,40,142,1,Brooklyn,Sunset Park,Private room
31201,17123646,94,2,40.6464,-73.9992,2,45,34,1,Brooklyn,Sunset Park,Private room
31203,19787770,94,2,40.65489,-74.0029,2,75,10,1,Brooklyn,Sunset Park,Private room
31205,20919726,94,2,40.65221,-74.0124,2,50,55,1,Brooklyn,Sunset Park,Private room
31215,24962971,94,2,40.64801,-74.0005,2,60,26,1,Brooklyn,Sunset Park,Private room
31216,25346073,94,2,40.64067,-74.0131,2,45,80,1,Brooklyn,Sunset Park,Private room
31217,25805422,94,2,40.64663,-73.9983,2,57,114,1,Brooklyn,Sunset Park,Private room
31218,26026904,94,2,40.65078,-74.0044,2,60,48,1,Brooklyn,Sunset Park,Private room
31219,26497890,94,2,40.66319,-73.992,2,68,77,1,Brooklyn,Sunset Park,Private room
31223,27026175,94,2,40.66105,-73.9924,2,75,17,1,Brooklyn,Sunset Park,Private room
31224,27211525,94,2,40.63898,-74.0093,2,39,34,1,Brooklyn,Sunset Park,Private room
31225,27658203,94,2,40.65104,-74.0035,2,50,65,1,Brooklyn,Sunset Park,Private room
31226,27927147,94,2,40.64708,-74.0068,2,65,18,1,Brooklyn,Sunset Park,Private room
31231,29095078,94,2,40.6513,-74.0111,2,65,10,1,Brooklyn,Sunset Park,Private room
31236,30060150,94,2,40.66055,-73.9902,2,40,17,1,Brooklyn,Sunset Park,Private room
31243,31315296,94,2,40.65993,-73.9931,2,60,45,1,Brooklyn,Sunset Park,Private room
31246,31991634,94,2,40.6465,-74.0005,2,38,12,1,Brooklyn,Sunset Park,Private room
31251,34467399,94,2,40.64853,-73.9993,2,60,11,1,Brooklyn,Sunset Park,Private room
31256,35513883,94,2,40.63747,-74.0087,2,50,0,1,Brooklyn,Sunset Park,Private room
31275,41379025,94,2,40.65503,-74.0044,2,41,21,1,Brooklyn,Sunset Park,Private room
31276,41380561,94,2,40.65499,-74.0034,2,44,16,1,Brooklyn,Sunset Park,Private room
31277,41381472,94,2,40.65594,-74.0034,2,45,9,1,Brooklyn,Sunset Park,Private room
31278,41901969,94,2,40.64519,-74.0152,2,50,19,1,Brooklyn,Sunset Park,Private room
31288,42289806,94,2,40.66584,-73.9955,2,50,8,1,Brooklyn,Sunset Park,Private room
31289,42291032,94,2,40.66452,-73.9947,2,36,9,1,Brooklyn,Sunset Park,Private room
31292,42998493,94,2,40.63467,-74.0106,2,69,6,1,Brooklyn,Sunset Park,Private room
31295,44148070,94,2,40.64358,-74.0162,2,60,16,1,Brooklyn,Sunset Park,Private room
31296,44162204,94,2,40.64537,-74.0172,2,60,18,1,Brooklyn,Sunset Park,Private room
31298,44475556,94,2,40.64302,-74.0166,2,90,0,1,Brooklyn,Sunset Park,Private room
31307,46489635,94,2,40.6436,-74.0179,2,48,0,1,Brooklyn,Sunset Park,Private room
31308,46525120,94,2,40.64458,-74.0166,2,60,2,1,Brooklyn,Sunset Park,Private room
31310,46708340,94,2,40.65797,-73.9917,2,90,0,1,Brooklyn,Sunset Park,Private room
31311,135393,72,2,40.651,-73.9489,2,50,290,1,Brooklyn,East Flatbush,Private room
31312,1089542,72,2,40.6536,-73.9488,2,47,279,1,Brooklyn,East Flatbush,Private room
31314,1907058,72,2,40.64913,-73.9253,2,67,23,1,Brooklyn,East Flatbush,Private room
31315,2639521,72,2,40.64942,-73.9248,2,67,53,1,Brooklyn,East Flatbush,Private room
31333,7822488,72,2,40.64621,-73.9464,2,43,36,1,Brooklyn,East Flatbush,Private room
31335,9876335,72,2,40.64165,-73.9406,2,45,95,1,Brooklyn,East Flatbush,Private room
31338,12763721,72,2,40.65886,-73.9192,2,40,176,1,Brooklyn,East Flatbush,Private room
31339,13139462,72,2,40.64173,-73.9496,2,63,31,1,Brooklyn,East Flatbush,Private room
31342,14015822,72,2,40.65357,-73.9505,2,42,13,1,Brooklyn,East Flatbush,Private room
31343,14153255,72,2,40.66286,-73.9342,2,69,29,1,Brooklyn,East Flatbush,Private room
31344,14717277,72,2,40.64702,-73.9457,2,40,15,1,Brooklyn,East Flatbush,Private room
31345,15003721,72,2,40.63947,-73.9503,2,50,53,1,Brooklyn,East Flatbush,Private room
31347,15846039,72,2,40.66131,-73.932,2,35,146,1,Brooklyn,East Flatbush,Private room
31355,18394653,72,2,40.65212,-73.9353,2,60,44,1,Brooklyn,East Flatbush,Private room
31359,18891508,72,2,40.64935,-73.9237,2,67,6,1,Brooklyn,East Flatbush,Private room
31365,20231480,72,2,40.65614,-73.9178,2,80,6,1,Brooklyn,East Flatbush,Private room
31366,20440757,72,2,40.65519,-73.9296,2,60,11,1,Brooklyn,East Flatbush,Private room
31368,20580419,72,2,40.65519,-73.9296,2,65,15,1,Brooklyn,East Flatbush,Private room
31371,20678811,72,2,40.65035,-73.9385,2,33,76,1,Brooklyn,East Flatbush,Private room
31372,20679134,72,2,40.64886,-73.9393,2,33,68,1,Brooklyn,East Flatbush,Private room
31375,20958738,72,2,40.64385,-73.947,2,72,12,1,Brooklyn,East Flatbush,Private room
31376,20982422,72,2,40.64516,-73.9461,2,64,13,1,Brooklyn,East Flatbush,Private room
31379,21665966,72,2,40.64403,-73.9477,2,85,2,1,Brooklyn,East Flatbush,Private room
31380,21723666,72,2,40.65445,-73.9378,2,80,19,1,Brooklyn,East Flatbush,Private room
31383,22009620,72,2,40.64937,-73.9353,2,77,46,1,Brooklyn,East Flatbush,Private room
31388,23074259,72,2,40.65576,-73.9189,2,100,2,1,Brooklyn,East Flatbush,Private room
31389,23074722,72,2,40.65629,-73.9173,2,100,3,1,Brooklyn,East Flatbush,Private room
31391,23789480,72,2,40.63999,-73.9387,2,42,90,1,Brooklyn,East Flatbush,Private room
31392,23926532,72,2,40.65455,-73.9484,2,55,50,1,Brooklyn,East Flatbush,Private room
31395,24947343,72,2,40.65514,-73.9186,2,100,0,1,Brooklyn,East Flatbush,Private room
31396,25626152,72,2,40.65038,-73.937,2,34,55,1,Brooklyn,East Flatbush,Private room
31399,26476892,72,2,40.64738,-73.9509,2,65,57,1,Brooklyn,East Flatbush,Private room
31401,27314038,72,2,40.65443,-73.918,2,80,2,1,Brooklyn,East Flatbush,Private room
31402,27584957,72,2,40.65168,-73.9166,2,70,2,1,Brooklyn,East Flatbush,Private room
31403,27585912,72,2,40.65192,-73.9166,2,60,4,1,Brooklyn,East Flatbush,Private room
31404,27654819,72,2,40.65268,-73.9349,2,55,0,1,Brooklyn,East Flatbush,Private room
31406,27866657,72,2,40.65053,-73.9518,2,55,70,1,Brooklyn,East Flatbush,Private room
31410,28228599,72,2,40.65451,-73.9185,2,80,5,1,Brooklyn,East Flatbush,Private room
31424,28896237,72,2,40.654,-73.9485,2,119,23,1,Brooklyn,East Flatbush,Private room
31425,29080980,72,2,40.65595,-73.9181,2,60,0,1,Brooklyn,East Flatbush,Private room
31430,29684573,72,2,40.64904,-73.9352,2,52,53,1,Brooklyn,East Flatbush,Private room
31433,30084665,72,2,40.64167,-73.9397,2,38,53,1,Brooklyn,East Flatbush,Private room
31435,30446253,72,2,40.65459,-73.9484,2,38,87,1,Brooklyn,East Flatbush,Private room
31438,31102513,72,2,40.63944,-73.9505,2,76,38,1,Brooklyn,East Flatbush,Private room
31439,31121209,72,2,40.64149,-73.9396,2,43,54,1,Brooklyn,East Flatbush,Private room
31440,32047800,72,2,40.6511,-73.9255,2,67,2,1,Brooklyn,East Flatbush,Private room
31442,32745294,72,2,40.64503,-73.9301,2,87,14,1,Brooklyn,East Flatbush,Private room
31447,33873570,72,2,40.64605,-73.9251,2,50,42,1,Brooklyn,East Flatbush,Private room
31449,34232536,72,2,40.65193,-73.9321,2,65,6,1,Brooklyn,East Flatbush,Private room
31451,34316644,72,2,40.65459,-73.9293,2,125,4,1,Brooklyn,East Flatbush,Private room
31453,34677100,72,2,40.65037,-73.9246,2,113,50,1,Brooklyn,East Flatbush,Private room
31458,35766933,72,2,40.65639,-73.9171,2,70,1,1,Brooklyn,East Flatbush,Private room
31466,37886939,72,2,40.65219,-73.9495,2,79,1,1,Brooklyn,East Flatbush,Private room
31467,38138086,72,2,40.63456,-73.9472,2,100,14,1,Brooklyn,East Flatbush,Private room
31468,38191536,72,2,40.65622,-73.9395,2,59,2,1,Brooklyn,East Flatbush,Private room
31473,38238500,72,2,40.65632,-73.918,2,80,1,1,Brooklyn,East Flatbush,Private room
31478,38796849,72,2,40.64719,-73.9468,2,35,11,1,Brooklyn,East Flatbush,Private room
31481,39132093,72,2,40.63411,-73.9486,2,65,43,1,Brooklyn,East Flatbush,Private room
31482,39156002,72,2,40.63646,-73.9502,2,75,86,1,Brooklyn,East Flatbush,Private room
31483,39197920,72,2,40.63571,-73.9488,2,75,32,1,Brooklyn,East Flatbush,Private room
31488,39902247,72,2,40.63561,-73.9495,2,60,34,1,Brooklyn,East Flatbush,Private room
31493,40396854,72,2,40.65642,-73.9167,2,70,3,1,Brooklyn,East Flatbush,Private room
31495,40516321,72,2,40.64523,-73.9472,2,73,2,1,Brooklyn,East Flatbush,Private room
31496,40517002,72,2,40.64474,-73.9477,2,73,3,1,Brooklyn,East Flatbush,Private room
31499,40758693,72,2,40.65441,-73.9171,2,70,1,1,Brooklyn,East Flatbush,Private room
31501,41175790,72,2,40.65893,-73.9339,2,54,2,1,Brooklyn,East Flatbush,Private room
31505,41978193,72,2,40.65503,-73.9524,2,90,0,1,Brooklyn,East Flatbush,Private room
31507,42402259,72,2,40.65481,-73.9172,2,80,2,1,Brooklyn,East Flatbush,Private room
31538,46212643,72,2,40.65555,-73.9337,2,120,0,1,Brooklyn,East Flatbush,Private room
31545,587698,80,2,40.60399,-73.9709,2,77,70,1,Brooklyn,Gravesend,Private room
31547,6461789,80,2,40.6075,-73.9676,2,55,138,1,Brooklyn,Gravesend,Private room
31551,10267242,80,2,40.6081,-73.9754,2,135,31,1,Brooklyn,Gravesend,Private room
31557,18857790,80,2,40.60781,-73.973,2,40,120,1,Brooklyn,Gravesend,Private room
31558,21713578,80,2,40.60666,-73.9774,2,65,6,1,Brooklyn,Gravesend,Private room
31559,22634088,80,2,40.58967,-73.974,2,40,26,1,Brooklyn,Gravesend,Private room
31564,31313806,80,2,40.59614,-73.9751,2,47,50,1,Brooklyn,Gravesend,Private room
31566,38827257,80,2,40.60437,-73.9668,2,49,1,1,Brooklyn,Gravesend,Private room
31567,39726227,80,2,40.60562,-73.9684,2,49,8,1,Brooklyn,Gravesend,Private room
31569,41342287,80,2,40.60723,-73.9724,2,65,4,1,Brooklyn,Gravesend,Private room
31570,41351560,80,2,40.60725,-73.9725,2,63,9,1,Brooklyn,Gravesend,Private room
31583,14163352,73,2,40.67491,-73.8684,2,100,91,1,Brooklyn,East New York,Private room
31587,14888012,73,2,40.67261,-73.89,2,55,33,1,Brooklyn,East New York,Private room
31592,19294842,73,2,40.66908,-73.8761,2,44,29,1,Brooklyn,East New York,Private room
31598,21982333,73,2,40.66319,-73.8912,2,59,61,1,Brooklyn,East New York,Private room
31599,27359696,73,2,40.66963,-73.8771,2,52,30,1,Brooklyn,East New York,Private room
31600,27359897,73,2,40.66974,-73.8771,2,48,41,1,Brooklyn,East New York,Private room
31619,33347638,73,2,40.66753,-73.8694,2,102,67,1,Brooklyn,East New York,Private room
31626,36659812,73,2,40.67076,-73.8763,2,42,23,1,Brooklyn,East New York,Private room
31627,36660274,73,2,40.67071,-73.8759,2,45,15,1,Brooklyn,East New York,Private room
31628,36981285,73,2,40.6688,-73.8774,2,52,14,1,Brooklyn,East New York,Private room
31629,37253565,73,2,40.67057,-73.8777,2,38,6,1,Brooklyn,East New York,Private room
31637,40986707,73,2,40.6685,-73.8855,2,185,44,1,Brooklyn,East New York,Private room
31639,42169849,73,2,40.67232,-73.8893,2,40,1,1,Brooklyn,East New York,Private room
31642,42981016,73,2,40.67427,-73.8798,2,49,0,1,Brooklyn,East New York,Private room
31646,43778304,73,2,40.67496,-73.8814,2,48,1,1,Brooklyn,East New York,Private room
31647,44435099,73,2,40.67203,-73.88,2,48,4,1,Brooklyn,East New York,Private room
31664,794567,89,2,40.65586,-73.9595,2,82,67,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31678,3534137,89,2,40.65613,-73.9607,2,85,95,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31681,4188807,89,2,40.66018,-73.9601,2,72,264,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31684,4756551,89,2,40.65701,-73.9606,2,92,154,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31711,8869383,89,2,40.65631,-73.9554,2,100,13,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31713,8956253,89,2,40.6583,-73.9541,2,99,68,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31716,9915643,89,2,40.66184,-73.96,2,99,222,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31727,13023771,89,2,40.65552,-73.9537,2,72,18,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31731,13938420,89,2,40.66073,-73.9555,2,90,195,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31736,15732778,89,2,40.65834,-73.9619,2,60,7,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31738,15855646,89,2,40.65735,-73.9577,2,55,104,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31739,15859741,89,2,40.66166,-73.9466,2,36,80,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31742,18565588,89,2,40.65731,-73.9617,2,70,4,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31745,19388464,89,2,40.65516,-73.9587,2,55,158,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31746,19389707,89,2,40.65481,-73.9601,2,40,14,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31749,20812587,89,2,40.6606,-73.9555,2,95,60,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31750,21295951,89,2,40.66362,-73.9502,2,54,22,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31751,21769981,89,2,40.65693,-73.9531,2,80,178,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31752,21770277,89,2,40.6566,-73.9536,2,61,188,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31754,22343079,89,2,40.6631,-73.953,2,70,97,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31757,23131011,89,2,40.66354,-73.9517,2,75,78,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31758,23710983,89,2,40.65596,-73.9558,2,64,7,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31763,25127539,89,2,40.65856,-73.9555,2,50,7,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31765,25813322,89,2,40.66219,-73.9454,2,80,132,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31768,27873228,89,2,40.65675,-73.9564,2,40,5,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31769,28129565,89,2,40.6597,-73.9511,2,77,31,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31777,30155444,89,2,40.66195,-73.9401,2,85,53,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31778,30348707,89,2,40.65615,-73.9533,2,90,2,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31784,34907354,89,2,40.66244,-73.9585,2,49,28,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31788,37710391,89,2,40.66056,-73.9469,2,60,2,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31789,37710530,89,2,40.66053,-73.9462,2,40,3,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31817,46089673,89,2,40.66362,-73.9528,2,65,0,1,Brooklyn,Prospect-Lefferts Gardens,Private room
31832,7603716,77,2,40.61926,-74.0327,2,77,27,1,Brooklyn,Fort Hamilton,Private room
31839,38330175,77,2,40.61389,-74.0352,2,73,17,1,Brooklyn,Fort Hamilton,Private room
31841,40152377,77,2,40.61641,-74.0323,2,50,10,1,Brooklyn,Fort Hamilton,Private room
31844,8002080,53,2,40.61059,-74.006,2,95,436,1,Brooklyn,Bensonhurst,Private room
31845,10160215,53,2,40.60868,-73.9756,2,135,24,1,Brooklyn,Bensonhurst,Private room
31849,17263207,53,2,40.60876,-73.9741,2,135,24,1,Brooklyn,Bensonhurst,Private room
31851,18993091,53,2,40.61918,-73.9927,2,55,34,1,Brooklyn,Bensonhurst,Private room
31857,25213872,53,2,40.61133,-73.9976,2,37,75,1,Brooklyn,Bensonhurst,Private room
31864,32110731,53,2,40.61708,-74.007,2,70,15,1,Brooklyn,Bensonhurst,Private room
31865,34686619,53,2,40.61661,-74.0027,2,33,11,1,Brooklyn,Bensonhurst,Private room
31866,35674377,53,2,40.61533,-73.9945,2,49,14,1,Brooklyn,Bensonhurst,Private room
31867,38253373,53,2,40.60734,-73.9877,2,61,67,1,Brooklyn,Bensonhurst,Private room
31868,39447600,53,2,40.61436,-74.0,2,31,5,1,Brooklyn,Bensonhurst,Private room
31877,1960358,68,2,40.68528,-73.8782,2,80,247,1,Brooklyn,Cypress Hills,Private room
31885,16133543,68,2,40.68306,-73.8929,2,58,29,1,Brooklyn,Cypress Hills,Private room
31889,19768754,68,2,40.68789,-73.8727,2,38,47,1,Brooklyn,Cypress Hills,Private room
31890,19884639,68,2,40.6877,-73.8706,2,40,56,1,Brooklyn,Cypress Hills,Private room
31891,19894567,68,2,40.6878,-73.8713,2,43,37,1,Brooklyn,Cypress Hills,Private room
31892,20089288,68,2,40.6871,-73.8725,2,37,51,1,Brooklyn,Cypress Hills,Private room
31898,24181763,68,2,40.68376,-73.8803,2,99,104,1,Brooklyn,Cypress Hills,Private room
31909,35735822,68,2,40.67686,-73.8662,2,68,21,1,Brooklyn,Cypress Hills,Private room
31910,35768781,68,2,40.6772,-73.8677,2,98,19,1,Brooklyn,Cypress Hills,Private room
31911,36073776,68,2,40.67835,-73.8658,2,88,10,1,Brooklyn,Cypress Hills,Private room
31914,39551766,68,2,40.67772,-73.8673,2,98,6,1,Brooklyn,Cypress Hills,Private room
31917,40140872,68,2,40.67876,-73.9053,2,45,11,1,Brooklyn,Cypress Hills,Private room
31921,41133767,68,2,40.67673,-73.8988,2,41,15,1,Brooklyn,Cypress Hills,Private room
31922,41456307,68,2,40.67685,-73.9,2,46,37,1,Brooklyn,Cypress Hills,Private room
31927,42912076,68,2,40.68039,-73.8923,2,100,3,1,Brooklyn,Cypress Hills,Private room
31937,267652,82,2,40.64277,-73.973,2,60,27,1,Brooklyn,Kensington,Private room
31938,449660,82,2,40.6469,-73.9744,2,80,127,1,Brooklyn,Kensington,Private room
31944,3911632,82,2,40.64487,-73.979,2,45,80,1,Brooklyn,Kensington,Private room
31953,15720498,82,2,40.63529,-73.9737,2,127,98,1,Brooklyn,Kensington,Private room
31954,17557873,82,2,40.64766,-73.9736,2,33,149,1,Brooklyn,Kensington,Private room
31955,18473439,82,2,40.64071,-73.981,2,38,183,1,Brooklyn,Kensington,Private room
31957,18908638,82,2,40.64086,-73.9826,2,38,160,1,Brooklyn,Kensington,Private room
31967,23539037,82,2,40.64439,-73.9706,2,54,98,1,Brooklyn,Kensington,Private room
31968,23934000,82,2,40.64263,-73.9706,2,54,102,1,Brooklyn,Kensington,Private room
31970,25055498,82,2,40.64449,-73.9706,2,54,80,1,Brooklyn,Kensington,Private room
31972,26780625,82,2,40.64458,-73.9722,2,95,30,1,Brooklyn,Kensington,Private room
31979,30418905,82,2,40.63071,-73.977,2,30,9,1,Brooklyn,Kensington,Private room
31982,36198050,82,2,40.64023,-73.9731,2,34,2,1,Brooklyn,Kensington,Private room
31997,20353880,65,2,40.68175,-74.0049,2,108,67,1,Brooklyn,Columbia St,Private room
32001,2668311,51,2,40.63465,-74.0237,2,54,21,1,Brooklyn,Bay Ridge,Private room
32005,4233006,51,2,40.63324,-74.0308,2,61,33,1,Brooklyn,Bay Ridge,Private room
32006,4878737,51,2,40.63364,-74.0296,2,61,21,1,Brooklyn,Bay Ridge,Private room
32007,6221877,51,2,40.62672,-74.028,2,64,57,1,Brooklyn,Bay Ridge,Private room
32008,6228461,51,2,40.62674,-74.03,2,65,68,1,Brooklyn,Bay Ridge,Private room
32009,6291371,51,2,40.62449,-74.0298,2,64,60,1,Brooklyn,Bay Ridge,Private room
32010,6559615,51,2,40.62487,-74.0295,2,70,57,1,Brooklyn,Bay Ridge,Private room
32013,10992671,51,2,40.63199,-74.0297,2,61,13,1,Brooklyn,Bay Ridge,Private room
32019,18080436,51,2,40.63507,-74.0227,2,35,11,1,Brooklyn,Bay Ridge,Private room
32021,21681457,51,2,40.6364,-74.0376,2,55,4,1,Brooklyn,Bay Ridge,Private room
32022,22084265,51,2,40.63361,-74.0306,2,62,12,1,Brooklyn,Bay Ridge,Private room
32024,23858270,51,2,40.62987,-74.0248,2,95,49,1,Brooklyn,Bay Ridge,Private room
32026,24467654,51,2,40.63168,-74.0291,2,164,10,1,Brooklyn,Bay Ridge,Private room
32027,24468390,51,2,40.63362,-74.0291,2,71,7,1,Brooklyn,Bay Ridge,Private room
32033,33370220,51,2,40.63288,-74.0297,2,142,0,1,Brooklyn,Bay Ridge,Private room
32035,34508939,51,2,40.63455,-74.0228,2,51,44,1,Brooklyn,Bay Ridge,Private room
32036,34563256,51,2,40.63609,-74.0232,2,51,9,1,Brooklyn,Bay Ridge,Private room
32037,34622597,51,2,40.63429,-74.0296,2,32,6,1,Brooklyn,Bay Ridge,Private room
32039,35341842,51,2,40.62897,-74.0301,2,61,52,1,Brooklyn,Bay Ridge,Private room
32040,36101436,51,2,40.62384,-74.0261,2,40,38,1,Brooklyn,Bay Ridge,Private room
32043,37178651,51,2,40.62392,-74.0266,2,45,45,1,Brooklyn,Bay Ridge,Private room
32044,37392386,51,2,40.63048,-74.0249,2,43,36,1,Brooklyn,Bay Ridge,Private room
32048,38826956,51,2,40.62347,-74.0259,2,40,46,1,Brooklyn,Bay Ridge,Private room
32049,38827616,51,2,40.62481,-74.0248,2,40,48,1,Brooklyn,Bay Ridge,Private room
32050,39123850,51,2,40.62408,-74.025,2,40,1,1,Brooklyn,Bay Ridge,Private room
