rates_id,neighbourhood_id,year,month,price
20198121,121,2019,8,295
20199121,121,2019,9,293
201910121,121,2019,10,293
201911121,121,2019,11,294
201912121,121,2019,12,295
20201121,121,2020,1,266
20202121,121,2020,2,272
20203121,121,2020,3,278
20204121,121,2020,4,291
20205121,121,2020,5,293
20206121,121,2020,6,291
20207121,121,2020,7,290
20208121,121,2020,8,290
20209121,121,2020,9,300
202010121,121,2020,10,301
202011121,121,2020,11,297
202012121,121,2020,12,279
20211121,121,2021,1,290
20212121,121,2021,2,290
20213121,121,2021,3,290
20214121,121,2021,4,292
20215121,121,2021,5,293
20216121,121,2021,6,292
20217121,121,2021,7,293
20218121,121,2021,8,292
20219121,121,2021,9,292
202110121,121,2021,10,292
202111121,121,2021,11,293
202112121,121,2021,12,293
20171122,122,2017,1,92
20172122,122,2017,2,98
20173122,122,2017,3,104
20174122,122,2017,4,134
20175122,122,2017,5,140
20176122,122,2017,6,145
20181122,122,2018,1,113
20182122,122,2018,2,108
20183122,122,2018,3,153
20184122,122,2018,4,128
20185122,122,2018,5,157
20186122,122,2018,6,161
20187122,122,2018,7,167
20188122,122,2018,8,160
20189122,122,2018,9,160
201810122,122,2018,10,160
201811122,122,2018,11,160
201812122,122,2018,12,160
20191122,122,2019,1,125
20192122,122,2019,2,126
20193122,122,2019,3,126
20194122,122,2019,4,127
20195122,122,2019,5,128
20196122,122,2019,6,130
20197122,122,2019,7,132
20198122,122,2019,8,132
20199122,122,2019,9,132
201910122,122,2019,10,132
201911122,122,2019,11,132
201912122,122,2019,12,132
20201122,122,2020,1,147
20202122,122,2020,2,147
20203122,122,2020,3,146
20204122,122,2020,4,146
20205122,122,2020,5,147
20206122,122,2020,6,146
20207122,122,2020,7,145
20208122,122,2020,8,145
20209122,122,2020,9,145
202010122,122,2020,10,145
202011122,122,2020,11,145
202012122,122,2020,12,145
20211122,122,2021,1,139
20212122,122,2021,2,139
20213122,122,2021,3,139
20214122,122,2021,4,139
20215122,122,2021,5,139
20216122,122,2021,6,140
20217122,122,2021,7,140
20218122,122,2021,8,140
20219122,122,2021,9,140
202110122,122,2021,10,141
202111122,122,2021,11,142
202112122,122,2021,12,142
20171123,123,2017,1,217
20172123,123,2017,2,214
20173123,123,2017,3,236
20174123,123,2017,4,246
20175123,123,2017,5,250
20176123,123,2017,6,250
20177123,123,2017,7,262
20178123,123,2017,8,264
20179123,123,2017,9,271
201710123,123,2017,10,270
201711123,123,2017,11,268
201712123,123,2017,12,275
20181123,123,2018,1,162
20182123,123,2018,2,209
20183123,123,2018,3,235
20184123,123,2018,4,247
20185123,123,2018,5,263
20186123,123,2018,6,257
20187123,123,2018,7,243
20188123,123,2018,8,317
20189123,123,2018,9,341
201810123,123,2018,10,338
201811123,123,2018,11,330
201812123,123,2018,12,326
20191123,123,2019,1,238
20192123,123,2019,2,241
20193123,123,2019,3,250
20194123,123,2019,4,253
20195123,123,2019,5,262
20196123,123,2019,6,259
20197123,123,2019,7,257
20198123,123,2019,8,259
20199123,123,2019,9,262
201910123,123,2019,10,264
201911123,123,2019,11,261
201912123,123,2019,12,262
20201123,123,2020,1,253
20202123,123,2020,2,264
20203123,123,2020,3,287
20204123,123,2020,4,325
20205123,123,2020,5,333
20206123,123,2020,6,329
20207123,123,2020,7,314
20208123,123,2020,8,313
20209123,123,2020,9,355
202010123,123,2020,10,359
202011123,123,2020,11,369
202012123,123,2020,12,364
20211123,123,2021,1,206
20212123,123,2021,2,206
20213123,123,2021,3,208
20214123,123,2021,4,214
20215123,123,2021,5,216
20216123,123,2021,6,216
20217123,123,2021,7,217
20218123,123,2021,8,215
20219123,123,2021,9,217
202110123,123,2021,10,218
202111123,123,2021,11,217
202112123,123,2021,12,217
20171124,124,2017,1,402
20172124,124,2017,2,422
20173124,124,2017,3,387
20174124,124,2017,4,451
20175124,124,2017,5,454
20176124,124,2017,6,455
20177124,124,2017,7,462
20178124,124,2017,8,452
20179124,124,2017,9,452
201710124,124,2017,10,452
201711124,124,2017,11,452
201712124,124,2017,12,452
20181124,124,2018,1,626
20182124,124,2018,2,623
20183124,124,2018,3,663
20184124,124,2018,4,710
20185124,124,2018,5,510
20186124,124,2018,6,507
20187124,124,2018,7,515
20188124,124,2018,8,696
20189124,124,2018,9,696
201810124,124,2018,10,696
201811124,124,2018,11,697
201812124,124,2018,12,593
20191124,124,2019,1,326
20192124,124,2019,2,329
20193124,124,2019,3,331
20194124,124,2019,4,334
20195124,124,2019,5,338
20196124,124,2019,6,344
20197124,124,2019,7,346
20198124,124,2019,8,346
20199124,124,2019,9,345
201910124,124,2019,10,345
201911124,124,2019,11,344
201912124,124,2019,12,345
20201124,124,2020,1,375
20202124,124,2020,2,382
20203124,124,2020,3,389
20204124,124,2020,4,413
20205124,124,2020,5,413
20206124,124,2020,6,406
20207124,124,2020,7,404
20208124,124,2020,8,406
20209124,124,2020,9,413
202010124,124,2020,10,409
202011124,124,2020,11,403
202012124,124,2020,12,440
20211124,124,2021,1,422
20212124,124,2021,2,422
20213124,124,2021,3,423
20214124,124,2021,4,431
20215124,124,2021,5,432
20216124,124,2021,6,432
20217124,124,2021,7,432
20218124,124,2021,8,430
20219124,124,2021,9,430
202110124,124,2021,10,430
202111124,124,2021,11,430
202112124,124,2021,12,430
20171125,125,2017,1,100
20172125,125,2017,2,110
20173125,125,2017,3,106
20174125,125,2017,4,104
20175125,125,2017,5,110
20176125,125,2017,6,114
20177125,125,2017,7,117
20178125,125,2017,8,117
20179125,125,2017,9,117
201710125,125,2017,10,117
201711125,125,2017,11,105
201712125,125,2017,12,105
20181125,125,2018,1,92
20182125,125,2018,2,93
20183125,125,2018,3,101
20184125,125,2018,4,105
20185125,125,2018,5,110
20186125,125,2018,6,113
20187125,125,2018,7,119
20188125,125,2018,8,123
20189125,125,2018,9,128
201810125,125,2018,10,118
201811125,125,2018,11,119
201812125,125,2018,12,120
20191125,125,2019,1,102
20192125,125,2019,2,102
20193125,125,2019,3,106
20194125,125,2019,4,106
20195125,125,2019,5,110
20196125,125,2019,6,113
20197125,125,2019,7,116
20198125,125,2019,8,116
20199125,125,2019,9,116
201910125,125,2019,10,115
201911125,125,2019,11,116
201912125,125,2019,12,117
20201125,125,2020,1,106
20202125,125,2020,2,108
20203125,125,2020,3,118
20204125,125,2020,4,120
20205125,125,2020,5,122
20206125,125,2020,6,123
20207125,125,2020,7,119
20208125,125,2020,8,119
20209125,125,2020,9,120
202010125,125,2020,10,121
202011125,125,2020,11,119
202012125,125,2020,12,121
20211125,125,2021,1,97
20212125,125,2021,2,98
20213125,125,2021,3,98
20214125,125,2021,4,104
20215125,125,2021,5,105
20216125,125,2021,6,105
20217125,125,2021,7,106
20218125,125,2021,8,107
20219125,125,2021,9,108
202110125,125,2021,10,109
202111125,125,2021,11,109
202112125,125,2021,12,109
20171126,126,2017,1,167
20172126,126,2017,2,151
20173126,126,2017,3,170
20174126,126,2017,4,178
20175126,126,2017,5,167
20176126,126,2017,6,193
20177126,126,2017,7,204
20178126,126,2017,8,209
20179126,126,2017,9,208
201710126,126,2017,10,176
201711126,126,2017,11,174
201712126,126,2017,12,175
20181126,126,2018,1,163
20182126,126,2018,2,171
20183126,126,2018,3,181
20184126,126,2018,4,186
20185126,126,2018,5,189
20186126,126,2018,6,193
20187126,126,2018,7,195
20188126,126,2018,8,201
20189126,126,2018,9,199
201810126,126,2018,10,197
201811126,126,2018,11,200
201812126,126,2018,12,202
20191126,126,2019,1,163
20192126,126,2019,2,165
20193126,126,2019,3,168
20194126,126,2019,4,171
20195126,126,2019,5,174
20196126,126,2019,6,177
20197126,126,2019,7,178
20198126,126,2019,8,179
20199126,126,2019,9,178
201910126,126,2019,10,178
201911126,126,2019,11,178
201912126,126,2019,12,178
20201126,126,2020,1,172
20202126,126,2020,2,175
20203126,126,2020,3,179
20204126,126,2020,4,184
20205126,126,2020,5,185
20206126,126,2020,6,186
20207126,126,2020,7,185
20208126,126,2020,8,184
20209126,126,2020,9,184
202010126,126,2020,10,184
202011126,126,2020,11,183
202012126,126,2020,12,183
20211126,126,2021,1,168
20212126,126,2021,2,168
20213126,126,2021,3,169
20214126,126,2021,4,171
20215126,126,2021,5,172
20216126,126,2021,6,172
20217126,126,2021,7,172
20218126,126,2021,8,172
20219126,126,2021,9,172
202110126,126,2021,10,172
202111126,126,2021,11,172
202112126,126,2021,12,172
20171127,127,2017,1,207
20172127,127,2017,2,189
20173127,127,2017,3,191
20174127,127,2017,4,199
20175127,127,2017,5,197
20176127,127,2017,6,201
20177127,127,2017,7,213
20178127,127,2017,8,214
20179127,127,2017,9,216
201710127,127,2017,10,213
201711127,127,2017,11,209
201712127,127,2017,12,212
20181127,127,2018,1,221
20182127,127,2018,2,240
20183127,127,2018,3,252
20184127,127,2018,4,254
20185127,127,2018,5,281
20186127,127,2018,6,290
20187127,127,2018,7,281
20188127,127,2018,8,310
20189127,127,2018,9,315
201810127,127,2018,10,319
201811127,127,2018,11,312
201812127,127,2018,12,310
20191127,127,2019,1,193
20192127,127,2019,2,195
20193127,127,2019,3,198
20194127,127,2019,4,200
20195127,127,2019,5,203
20196127,127,2019,6,205
20197127,127,2019,7,205
20198127,127,2019,8,207
20199127,127,2019,9,207
201910127,127,2019,10,207
201911127,127,2019,11,207
201912127,127,2019,12,207
20201127,127,2020,1,209
20202127,127,2020,2,210
20203127,127,2020,3,216
20204127,127,2020,4,220
20205127,127,2020,5,222
20206127,127,2020,6,222
20207127,127,2020,7,222
20208127,127,2020,8,222
20209127,127,2020,9,222
202010127,127,2020,10,223
202011127,127,2020,11,222
202012127,127,2020,12,222
20211127,127,2021,1,218
20212127,127,2021,2,218
20213127,127,2021,3,218
20214127,127,2021,4,220
20215127,127,2021,5,221
20216127,127,2021,6,221
20217127,127,2021,7,222
20218127,127,2021,8,221
20219127,127,2021,9,222
202110127,127,2021,10,222
202111127,127,2021,11,222
202112127,127,2021,12,221
20171128,128,2017,1,80
20172128,128,2017,2,82
20173128,128,2017,3,84
20174128,128,2017,4,83
20175128,128,2017,5,80
20176128,128,2017,6,78
20177128,128,2017,7,81
20178128,128,2017,8,82
20179128,128,2017,9,83
201710128,128,2017,10,82
201711128,128,2017,11,82
201712128,128,2017,12,83
20181128,128,2018,1,72
20182128,128,2018,2,88
20183128,128,2018,3,90
20184128,128,2018,4,88
20185128,128,2018,5,87
20186128,128,2018,6,89
20187128,128,2018,7,91
20188128,128,2018,8,90
20189128,128,2018,9,90
201810128,128,2018,10,94
201811128,128,2018,11,95
201812128,128,2018,12,95
20191128,128,2019,1,84
20192128,128,2019,2,85
20193128,128,2019,3,86
20194128,128,2019,4,87
20195128,128,2019,5,90
20196128,128,2019,6,92
20197128,128,2019,7,92
20198128,128,2019,8,93
20199128,128,2019,9,93
201910128,128,2019,10,93
201911128,128,2019,11,93
201912128,128,2019,12,93
20201128,128,2020,1,97
20202128,128,2020,2,98
20203128,128,2020,3,100
20204128,128,2020,4,101
20205128,128,2020,5,102
20206128,128,2020,6,102
20207128,128,2020,7,102
20208128,128,2020,8,102
20209128,128,2020,9,102
202010128,128,2020,10,102
202011128,128,2020,11,102
202012128,128,2020,12,103
20211128,128,2021,1,92
20212128,128,2021,2,90
20213128,128,2021,3,90
20214128,128,2021,4,94
20215128,128,2021,5,95
20216128,128,2021,6,96
20217128,128,2021,7,96
20218128,128,2021,8,97
20219128,128,2021,9,96
202110128,128,2021,10,95
202111128,128,2021,11,95
202112128,128,2021,12,93
20171129,129,2017,1,240
20172129,129,2017,2,252
20173129,129,2017,3,275
20174129,129,2017,4,305
20175129,129,2017,5,297
20176129,129,2017,6,301
20177129,129,2017,7,310
20178129,129,2017,8,305
20179129,129,2017,9,317
201710129,129,2017,10,311
201711129,129,2017,11,310
201712129,129,2017,12,302
20181129,129,2018,1,221
20182129,129,2018,2,235
20183129,129,2018,3,244
20184129,129,2018,4,255
20185129,129,2018,5,281
20186129,129,2018,6,280
20187129,129,2018,7,290
20188129,129,2018,8,288
20189129,129,2018,9,291
201810129,129,2018,10,293
201811129,129,2018,11,294
201812129,129,2018,12,290
20191129,129,2019,1,224
20192129,129,2019,2,229
20193129,129,2019,3,233
20194129,129,2019,4,240
20195129,129,2019,5,248
20196129,129,2019,6,250
20197129,129,2019,7,251
20198129,129,2019,8,251
20199129,129,2019,9,251
201910129,129,2019,10,251
201911129,129,2019,11,251
201912129,129,2019,12,251
20201129,129,2020,1,236
20202129,129,2020,2,240
20203129,129,2020,3,245
20204129,129,2020,4,254
20205129,129,2020,5,256
20206129,129,2020,6,256
20207129,129,2020,7,255
20208129,129,2020,8,254
20209129,129,2020,9,256
202010129,129,2020,10,256
202011129,129,2020,11,254
202012129,129,2020,12,254
20211129,129,2021,1,218
20212129,129,2021,2,217
20213129,129,2021,3,218
20214129,129,2021,4,222
20215129,129,2021,5,223
20216129,129,2021,6,223
20217129,129,2021,7,223
20218129,129,2021,8,222
20219129,129,2021,9,222
202110129,129,2021,10,222
202111129,129,2021,11,220
202112129,129,2021,12,221
20171130,130,2017,1,137
20172130,130,2017,2,140
20173130,130,2017,3,142
20174130,130,2017,4,139
20175130,130,2017,5,166
20176130,130,2017,6,171
20177130,130,2017,7,216
20178130,130,2017,8,212
20179130,130,2017,9,220
201710130,130,2017,10,154
201711130,130,2017,11,155
201712130,130,2017,12,157
20181130,130,2018,1,175
20182130,130,2018,2,172
20183130,130,2018,3,182
20184130,130,2018,4,188
20185130,130,2018,5,210
20186130,130,2018,6,215
20187130,130,2018,7,233
20188130,130,2018,8,284
20189130,130,2018,9,264
201810130,130,2018,10,246
201811130,130,2018,11,247
201812130,130,2018,12,228
20191130,130,2019,1,214
20192130,130,2019,2,216
20193130,130,2019,3,220
20194130,130,2019,4,223
20195130,130,2019,5,228
20196130,130,2019,6,239
20197130,130,2019,7,241
20198130,130,2019,8,243
20199130,130,2019,9,237
201910130,130,2019,10,225
201911130,130,2019,11,226
201912130,130,2019,12,224
20201130,130,2020,1,197
20202130,130,2020,2,201
20203130,130,2020,3,204
20204130,130,2020,4,208
20205130,130,2020,5,214
20206130,130,2020,6,217
20207130,130,2020,7,221
20208130,130,2020,8,217
20209130,130,2020,9,211
202010130,130,2020,10,208
202011130,130,2020,11,206
202012130,130,2020,12,206
20211130,130,2021,1,230
20212130,130,2021,2,226
20213130,130,2021,3,226
20214130,130,2021,4,235
20215130,130,2021,5,235
20216130,130,2021,6,237
20217130,130,2021,7,238
20218130,130,2021,8,233
20219130,130,2021,9,235
202110130,130,2021,10,234
202111130,130,2021,11,237
202112130,130,2021,12,238
20171131,131,2017,1,91
20172131,131,2017,2,88
20173131,131,2017,3,92
20174131,131,2017,4,94
20175131,131,2017,5,97
20176131,131,2017,6,97
20177131,131,2017,7,104
20178131,131,2017,8,105
20179131,131,2017,9,102
201710131,131,2017,10,97
201711131,131,2017,11,98
201712131,131,2017,12,100
20181131,131,2018,1,82
20182131,131,2018,2,101
20183131,131,2018,3,107
20184131,131,2018,4,109
20185131,131,2018,5,99
20186131,131,2018,6,101
20187131,131,2018,7,107
20188131,131,2018,8,111
20189131,131,2018,9,109
201810131,131,2018,10,107
201811131,131,2018,11,107
201812131,131,2018,12,110
20191131,131,2019,1,89
20192131,131,2019,2,90
20193131,131,2019,3,93
20194131,131,2019,4,96
20195131,131,2019,5,99
20196131,131,2019,6,101
20197131,131,2019,7,102
20198131,131,2019,8,102
20199131,131,2019,9,102
201910131,131,2019,10,101
201911131,131,2019,11,101
201912131,131,2019,12,101
20201131,131,2020,1,110
20202131,131,2020,2,113
20203131,131,2020,3,117
20204131,131,2020,4,119
20205131,131,2020,5,120
20206131,131,2020,6,121
20207131,131,2020,7,121
20208131,131,2020,8,121
20209131,131,2020,9,121
202010131,131,2020,10,121
202011131,131,2020,11,121
202012131,131,2020,12,121
20211131,131,2021,1,118
20212131,131,2021,2,118
20213131,131,2021,3,118
20214131,131,2021,4,121
20215131,131,2021,5,121
20216131,131,2021,6,121
20217131,131,2021,7,122
20218131,131,2021,8,121
20219131,131,2021,9,122
202110131,131,2021,10,122
202111131,131,2021,11,122
202112131,131,2021,12,122
20171132,132,2017,1,87
20172132,132,2017,2,91
20173132,132,2017,3,92
20174132,132,2017,4,92
20175132,132,2017,5,92
20176132,132,2017,6,92
20177132,132,2017,7,123
20178132,132,2017,8,123
20179132,132,2017,9,123
201710132,132,2017,10,123
201711132,132,2017,11,123
201712132,132,2017,12,123
20181132,132,2018,1,93
20182132,132,2018,2,88
20183132,132,2018,3,89
20184132,132,2018,4,88
20185132,132,2018,5,102
20186132,132,2018,6,113
20187132,132,2018,7,113
20188132,132,2018,8,115
20189132,132,2018,9,116
201810132,132,2018,10,97
201811132,132,2018,11,91
201812132,132,2018,12,113
20191132,132,2019,1,96
20192132,132,2019,2,101
20193132,132,2019,3,113
20194132,132,2019,4,114
20195132,132,2019,5,115
20196132,132,2019,6,119
20197132,132,2019,7,119
20198132,132,2019,8,118
20199132,132,2019,9,117
201910132,132,2019,10,117
201911132,132,2019,11,118
201912132,132,2019,12,117
20201132,132,2020,1,96
20202132,132,2020,2,106
20203132,132,2020,3,107
20204132,132,2020,4,108
20205132,132,2020,5,109
20206132,132,2020,6,110
20207132,132,2020,7,111
20208132,132,2020,8,111
20209132,132,2020,9,114
202010132,132,2020,10,110
202011132,132,2020,11,111
202012132,132,2020,12,111
20211132,132,2021,1,102
20212132,132,2021,2,102
20213132,132,2021,3,102
20214132,132,2021,4,102
20215132,132,2021,5,103
20216132,132,2021,6,103
20217132,132,2021,7,103
20218132,132,2021,8,103
20219132,132,2021,9,104
202110132,132,2021,10,110
202111132,132,2021,11,111
202112132,132,2021,12,111
20181133,133,2018,1,76
20182133,133,2018,2,76
20183133,133,2018,3,76
20184133,133,2018,4,76
20185133,133,2018,5,87
20186133,133,2018,6,102
20187133,133,2018,7,114
20191133,133,2019,1,83
20192133,133,2019,2,83
20193133,133,2019,3,84
20194133,133,2019,4,83
20195133,133,2019,5,83
20196133,133,2019,6,89
20197133,133,2019,7,91
20198133,133,2019,8,93
20199133,133,2019,9,91
201910133,133,2019,10,91
201911133,133,2019,11,93
201912133,133,2019,12,91
20201133,133,2020,1,71
20202133,133,2020,2,72
20203133,133,2020,3,74
20204133,133,2020,4,75
20205133,133,2020,5,78
20206133,133,2020,6,77
20207133,133,2020,7,77
20208133,133,2020,8,77
20209133,133,2020,9,77
202010133,133,2020,10,77
202011133,133,2020,11,77
202012133,133,2020,12,77
20211133,133,2021,1,74
20212133,133,2021,2,75
20213133,133,2021,3,75
20214133,133,2021,4,85
20215133,133,2021,5,88
20216133,133,2021,6,88
20217133,133,2021,7,88
20218133,133,2021,8,88
20219133,133,2021,9,88
202110133,133,2021,10,88
202111133,133,2021,11,88
202112133,133,2021,12,88
20171134,134,2017,1,124
20172134,134,2017,2,112
20173134,134,2017,3,112
20174134,134,2017,4,119
20175134,134,2017,5,144
20176134,134,2017,6,151
20177134,134,2017,7,158
20178134,134,2017,8,159
20179134,134,2017,9,159
201710134,134,2017,10,159
201711134,134,2017,11,159
201712134,134,2017,12,159
20181134,134,2018,1,117
20182134,134,2018,2,117
20183134,134,2018,3,117
20184134,134,2018,4,117
20185134,134,2018,5,124
20186134,134,2018,6,130
20187134,134,2018,7,157
20188134,134,2018,8,161
20189134,134,2018,9,161
201810134,134,2018,10,161
201811134,134,2018,11,161
201812134,134,2018,12,161
20191134,134,2019,1,118
20192134,134,2019,2,118
20193134,134,2019,3,118
20194134,134,2019,4,118
20195134,134,2019,5,121
20196134,134,2019,6,123
20197134,134,2019,7,144
20198134,134,2019,8,146
20199134,134,2019,9,146
201910134,134,2019,10,146
201911134,134,2019,11,146
201912134,134,2019,12,146
20201134,134,2020,1,128
20202134,134,2020,2,128
20203134,134,2020,3,128
20204134,134,2020,4,129
20205134,134,2020,5,130
20206134,134,2020,6,129
20207134,134,2020,7,129
20208134,134,2020,8,129
20209134,134,2020,9,129
202010134,134,2020,10,129
202011134,134,2020,11,129
202012134,134,2020,12,129
20211134,134,2021,1,135
20212134,134,2021,2,135
20213134,134,2021,3,135
20214134,134,2021,4,136
20215134,134,2021,5,139
20216134,134,2021,6,140
20217134,134,2021,7,140
20218134,134,2021,8,140
20219134,134,2021,9,140
202110134,134,2021,10,140
202111134,134,2021,11,140
202112134,134,2021,12,140
20171135,135,2017,1,225
20172135,135,2017,2,225
20173135,135,2017,3,225
20174135,135,2017,4,225
20175135,135,2017,5,225
20176135,135,2017,6,225
20177135,135,2017,7,225
20178135,135,2017,8,225
20179135,135,2017,9,225
201710135,135,2017,10,225
201711135,135,2017,11,225
201712135,135,2017,12,225
20181135,135,2018,1,225
20182135,135,2018,2,225
20183135,135,2018,3,225
20184135,135,2018,4,225
20185135,135,2018,5,225
20186135,135,2018,6,225
20187135,135,2018,7,225
20188135,135,2018,8,225
20189135,135,2018,9,225
201810135,135,2018,10,225
201811135,135,2018,11,225
201812135,135,2018,12,225
20191135,135,2019,1,273
20192135,135,2019,2,273
20193135,135,2019,3,273
20194135,135,2019,4,273
20195135,135,2019,5,280
20196135,135,2019,6,302
20197135,135,2019,7,303
20198135,135,2019,8,303
20199135,135,2019,9,303
201910135,135,2019,10,303
201911135,135,2019,11,303
201912135,135,2019,12,303
20201135,135,2020,1,155
20202135,135,2020,2,166
20203135,135,2020,3,156
20204135,135,2020,4,158
20205135,135,2020,5,159
20206135,135,2020,6,187
20207135,135,2020,7,208
20208135,135,2020,8,208
20209135,135,2020,9,208
202010135,135,2020,10,172
202011135,135,2020,11,183
202012135,135,2020,12,187
20211135,135,2021,1,225
20212135,135,2021,2,225
20213135,135,2021,3,225
20214135,135,2021,4,225
20215135,135,2021,5,225
20216135,135,2021,6,225
20217135,135,2021,7,225
20218135,135,2021,8,225
20219135,135,2021,9,225
202110135,135,2021,10,225
202111135,135,2021,11,225
202112135,135,2021,12,225
20171136,136,2017,1,93
20172136,136,2017,2,99
20173136,136,2017,3,92
20174136,136,2017,4,95
20175136,136,2017,5,95
20176136,136,2017,6,95
20177136,136,2017,7,92
20178136,136,2017,8,91
20179136,136,2017,9,90
201710136,136,2017,10,89
201711136,136,2017,11,91
201712136,136,2017,12,89
20181136,136,2018,1,80
20182136,136,2018,2,73
20183136,136,2018,3,73
20184136,136,2018,4,75
20185136,136,2018,5,76
20186136,136,2018,6,79
20187136,136,2018,7,80
20188136,136,2018,8,81
20189136,136,2018,9,80
201810136,136,2018,10,79
201811136,136,2018,11,80
201812136,136,2018,12,80
20191136,136,2019,1,70
20192136,136,2019,2,70
20193136,136,2019,3,70
20194136,136,2019,4,70
20195136,136,2019,5,71
20196136,136,2019,6,72
20197136,136,2019,7,72
20198136,136,2019,8,72
20199136,136,2019,9,72
201910136,136,2019,10,72
201911136,136,2019,11,72
201912136,136,2019,12,72
20201136,136,2020,1,64
20202136,136,2020,2,64
20203136,136,2020,3,64
20204136,136,2020,4,65
20205136,136,2020,5,66
20206136,136,2020,6,65
20207136,136,2020,7,65
20208136,136,2020,8,65
20209136,136,2020,9,65
202010136,136,2020,10,65
202011136,136,2020,11,65
202012136,136,2020,12,65
20211136,136,2021,1,78
20212136,136,2021,2,77
20213136,136,2021,3,77
20214136,136,2021,4,77
20215136,136,2021,5,80
20216136,136,2021,6,80
20217136,136,2021,7,80
20218136,136,2021,8,80
20219136,136,2021,9,80
202110136,136,2021,10,80
202111136,136,2021,11,80
202112136,136,2021,12,80
20171138,138,2017,1,63
20172138,138,2017,2,64
20173138,138,2017,3,64
20174138,138,2017,4,64
20175138,138,2017,5,64
20176138,138,2017,6,64
20177138,138,2017,7,64
20178138,138,2017,8,64
20179138,138,2017,9,64
201710138,138,2017,10,64
201711138,138,2017,11,64
201712138,138,2017,12,64
20181138,138,2018,1,94
20182138,138,2018,2,94
20183138,138,2018,3,92
20184138,138,2018,4,95
20185138,138,2018,5,92
20186138,138,2018,6,94
20187138,138,2018,7,95
20188138,138,2018,8,97
20189138,138,2018,9,96
201810138,138,2018,10,94
201811138,138,2018,11,94
201812138,138,2018,12,97
20191138,138,2019,1,630
20192138,138,2019,2,631
20193138,138,2019,3,631
20194138,138,2019,4,631
20195138,138,2019,5,633
20196138,138,2019,6,634
20197138,138,2019,7,634
20198138,138,2019,8,634
20199138,138,2019,9,634
201910138,138,2019,10,634
201911138,138,2019,11,634
201912138,138,2019,12,634
20201138,138,2020,1,442
20202138,138,2020,2,443
20203138,138,2020,3,443
20204138,138,2020,4,443
20205138,138,2020,5,443
20206138,138,2020,6,443
20207138,138,2020,7,443
20208138,138,2020,8,444
20209138,138,2020,9,444
202010138,138,2020,10,444
202011138,138,2020,11,444
202012138,138,2020,12,444
20211138,138,2021,1,612
20212138,138,2021,2,613
20213138,138,2021,3,611
20214138,138,2021,4,611
20215138,138,2021,5,611
20216138,138,2021,6,611
20217138,138,2021,7,611
20218138,138,2021,8,611
20219138,138,2021,9,611
202110138,138,2021,10,611
202111138,138,2021,11,611
202112138,138,2021,12,611
20171139,139,2017,1,54
20172139,139,2017,2,55
20173139,139,2017,3,58
20174139,139,2017,4,64
20175139,139,2017,5,78
20176139,139,2017,6,58
20177139,139,2017,7,80
20178139,139,2017,8,80
20179139,139,2017,9,92
201710139,139,2017,10,79
201711139,139,2017,11,79
201712139,139,2017,12,79
20181139,139,2018,1,62
20182139,139,2018,2,62
20183139,139,2018,3,62
20184139,139,2018,4,62
20185139,139,2018,5,63
20186139,139,2018,6,65
20187139,139,2018,7,66
20188139,139,2018,8,77
20189139,139,2018,9,77
201810139,139,2018,10,77
201811139,139,2018,11,77
201812139,139,2018,12,77
20191139,139,2019,1,69
20192139,139,2019,2,69
20193139,139,2019,3,69
20194139,139,2019,4,69
20195139,139,2019,5,72
20196139,139,2019,6,79
20197139,139,2019,7,81
20198139,139,2019,8,81
20199139,139,2019,9,81
201910139,139,2019,10,81
201911139,139,2019,11,81
201912139,139,2019,12,81
20201139,139,2020,1,77
20202139,139,2020,2,77
20203139,139,2020,3,77
20204139,139,2020,4,77
20205139,139,2020,5,77
20206139,139,2020,6,77
20207139,139,2020,7,78
20208139,139,2020,8,77
20209139,139,2020,9,77
202010139,139,2020,10,77
202011139,139,2020,11,77
202012139,139,2020,12,79
20211139,139,2021,1,77
20212139,139,2021,2,76
20213139,139,2021,3,76
20214139,139,2021,4,78
20215139,139,2021,5,78
20216139,139,2021,6,78
20217139,139,2021,7,78
20218139,139,2021,8,78
20219139,139,2021,9,79
202110139,139,2021,10,80
202111139,139,2021,11,79
202112139,139,2021,12,79
20171140,140,2017,1,413
20172140,140,2017,2,414
20173140,140,2017,3,415
20174140,140,2017,4,415
20175140,140,2017,5,413
20176140,140,2017,6,415
20177140,140,2017,7,415
20178140,140,2017,8,413
20179140,140,2017,9,417
201710140,140,2017,10,413
201711140,140,2017,11,413
201712140,140,2017,12,416
20181140,140,2018,1,130
20182140,140,2018,2,174
20183140,140,2018,3,178
20184140,140,2018,4,177
20185140,140,2018,5,236
20186140,140,2018,6,238
20187140,140,2018,7,236
20188140,140,2018,8,415
20189140,140,2018,9,415
201810140,140,2018,10,413
201811140,140,2018,11,415
201812140,140,2018,12,415
20191140,140,2019,1,108
20192140,140,2019,2,112
20193140,140,2019,3,110
20194140,140,2019,4,112
20195140,140,2019,5,116
20196140,140,2019,6,120
20197140,140,2019,7,119
20198140,140,2019,8,119
20199140,140,2019,9,119
201910140,140,2019,10,118
201911140,140,2019,11,119
201912140,140,2019,12,118
20201140,140,2020,1,109
20202140,140,2020,2,111
20203140,140,2020,3,112
20204140,140,2020,4,114
20205140,140,2020,5,109
20206140,140,2020,6,111
20207140,140,2020,7,124
20208140,140,2020,8,124
20209140,140,2020,9,114
202010140,140,2020,10,114
202011140,140,2020,11,114
202012140,140,2020,12,114
20211140,140,2021,1,118
