id,name,host_id,borough_id,neighbourhood_id,latitude,longitude,room_type_id,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
15301517,Clean and Sunny room near Midtown Manhattan,25843005,4,131,40.75752,-73.92796,2,49,30,157,11/20/2020,3.07,1,0
15301748,Comfy Private Room w/ Big TV,94536810,1,4,40.8559,-73.86502,2,45,30,78,1/12/2020,1.53,2,163
15301964,Beautiful Bedroom by Prospect Park,97441717,2,74,40.65262,-73.96508,2,48,3,1,10/13/2016,0.02,1,0
15301966,Bright and modern 1 BR in Williamsburg w/balcony,39054866,2,96,40.71353,-73.96451,1,160,30,1,10/9/2016,0.02,1,0
15302149,Naturally lit room in Artsy Bushwick,22225635,2,60,40.68888,-73.91559,2,65,30,0,,,1,0
15307603,Beautiful Large Room,92195100,1,4,40.85115,-73.86559,2,42,30,113,10/9/2018,2.25,1,0
15307735,An artistic experience,11018460,2,96,40.71653,-73.95635,2,125,30,17,3/31/2020,0.34,2,364
15308517,Fort Greene - Whole Apartment with washer & dryer,2910527,2,76,40.68588,-73.97495,1,150,30,4,5/13/2017,0.08,1,0
15310580,Nice apartment in Gramercy.,27336207,3,106,40.73717,-73.98064,1,120,30,9,1/1/2020,0.18,2,0
15312128,"Netflix and Rest, One quaint bedroom in Ft. Greene",97538710,2,76,40.68818,-73.97909,2,68,1,114,11/3/2020,2.24,2,90
15314054,Cityscape Views at Lux 1 Bed/1 Bath in Lincoln Sq.,836168,3,127,40.78056,-73.98171,1,1000,30,17,4/16/2017,0.33,10,364
15314141,Sterling,97552962,2,67,40.66836,-73.95079,2,100,30,0,,,1,179
15323284,Comfortable Chelsea Room,2657430,3,99,40.74801,-74.00143,2,116,30,3,8/3/2018,0.09,2,0
15324045,Private Townhouse,9049657,2,60,40.68878,-73.90782,1,1000,1,196,11/27/2020,3.98,1,0
15325891,Nice & private room on the Upper West Side,73814969,3,127,40.78473,-73.97512,2,100,30,1,10/8/2016,0.02,1,357
15326243,"A luxury loft in the sky, with spectacular views!",97675538,3,99,40.74582,-73.9915,1,250,30,20,3/7/2020,0.41,1,364
15328237,"One Room in  Luxury Apartment, 5min to Midtown",47617616,4,165,40.74582,-73.94535,2,40,20,10,5/29/2019,0.21,1,177
15328242,PRIVATE BED ROOM 12 MINS FROM JFK,96424121,4,178,40.70543,-73.76677,2,61,30,91,1/5/2020,1.79,3,336
15328271,"First FL Apt close to Manhattan, Parking available",77665938,4,166,40.72697,-73.90215,1,119,7,108,2/16/2020,2.13,1,365
15336596,Private bedroom in artsy NYC apartment.,77010815,1,30,40.87397,-73.87608,2,55,3,25,9/14/2019,0.54,1,346
15337711,Fun time in Williamsburg stylish apartment!,97779735,2,96,40.70742,-73.94904,2,65,5,26,3/17/2020,0.51,1,170
15338155,BEAUTIFUL BEDROOM IN COZY APARTMENT,22534244,4,157,40.74907,-73.89597,2,50,1,50,12/15/2019,0.98,1,364
15340854,Amazing Townhouse in Harlem,97808036,3,108,40.80868,-73.942,1,614,4,20,1/3/2020,0.41,1,0
15342056,"Cozy Private Bedroom, Access to Terrace",918668,2,67,40.67649,-73.95831,2,200,30,0,,,1,88
15342164,JFK 15 AND LGA 18 MINUTES,97822063,4,178,40.70632,-73.76111,2,40,30,4,10/7/2019,0.08,1,70
15342457,Beautiful 3 BR-2 BA duplex with deck in Park Slope,3998751,2,97,40.6596,-73.97835,1,300,2,9,12/30/2019,0.18,1,0
15344749,Comfy Apt in Chinatown/Lower East Side,30702769,3,125,40.71234,-73.99369,2,85,30,174,3/7/2020,3.42,1,344
15345019,NYC Firehouse-Greenpoint BRKLYN,88972153,2,81,40.7309,-73.95753,1,425,3,1,9/1/2019,0.06,1,358
15347268,Modern Luxury 2 Bed/ 2 Bath apartment in Midtown!,836168,3,115,40.75408,-73.98196,1,2000,30,4,3/11/2017,0.08,10,364
15355844,"Big East Village bedroom, heart of Manhattan",32707981,3,103,40.72323,-73.98797,2,120,30,5,4/9/2017,0.1,3,0
15358881,Meatpacking Triplex - A small home within NYC,67097911,3,129,40.73958,-74.00274,1,100,30,7,8/5/2017,0.14,1,0
15359314,Design Friendly Soho 2 Bedroom,42731661,3,119,40.72073,-73.9972,1,200,90,33,4/23/2019,0.65,1,364
15359350,Spacious Gem close to Everything!,16378714,4,173,40.70115,-73.90854,1,140,30,10,6/3/2018,0.2,1,362
15360687,Modern & Hip in Bedstuy!,1454772,2,52,40.67885,-73.9404,1,137,4,63,11/21/2020,1.31,1,365
15360787,Large Bdrm/Full Bath for Guests/Gym/Elevator bldg.,98053423,3,108,40.81115,-73.94282,2,120,1,49,3/16/2020,1.68,1,39
15370219,Modern Apartment in Manhattan,30494687,3,108,40.8081,-73.94941,2,90,30,3,7/1/2017,0.06,1,0
15374796,Large UWS Apt close to Central Park,7610841,3,127,40.80258,-73.96327,2,115,30,77,12/10/2019,1.69,2,365
15377806,Modern Room Uptown,8903368,3,108,40.8163,-73.94412,2,100,30,3,5/21/2017,0.06,1,0
15378469,"Private room with yard, in the heart of Bushwick",98279802,2,60,40.70039,-73.9241,2,45,90,0,,,1,0
15378960,BayRidge Cozy house near subway & shopping,98297464,2,77,40.62079,-74.0294,1,110,6,25,2/13/2020,0.49,1,219
15379380,Habitación privada en departamento,73645458,4,131,40.75727,-73.92701,2,40,6,0,,,1,348
15379574,Private 2 BR Apartment - Family Friendly,98308046,2,60,40.68845,-73.91341,1,150,30,145,9/22/2020,2.91,1,64
15381675,"DESIGN, COLOR, MODERN, LIGHT!!! COOK'S KITCHEN!!!",98341498,2,60,40.68914,-73.91224,1,181,30,80,1/27/2020,1.64,1,41
15392689,"Private, Spacious Bedroom in Harlem, single bed",7055854,3,102,40.80193,-73.94176,2,5000,15,1,1/27/2019,0.04,5,364
15393322,Large Loft in Williamsburg,3002077,2,96,40.71673,-73.96314,1,500,30,8,9/12/2020,0.17,1,173
15394503,Cozy East Village Studio,7025954,3,113,40.7204,-73.98144,2,129,3,11,10/30/2017,0.22,1,0
15396328,Private Room in Heart of East Village!,14295824,3,103,40.72654,-73.98231,2,70,30,7,1/3/2019,0.18,1,0
15396351,Bright studio in the heart of historic Harlem,20368225,3,108,40.81024,-73.94699,1,195,30,121,1/3/2020,2.6,2,179
15399031,Beautiful & Cozy Brownstone Apt In Gowanus,86592511,2,79,40.66802,-73.994,1,120,30,32,12/18/2019,0.65,1,39
15406357,Gorgeous Sunlit Modern Room on the Lower East Side,897121,3,113,40.71794,-73.99188,2,85,30,167,3/8/2020,3.42,1,0
15409309,"Cozy private bedrooms, near JFK & LGA.",42151184,4,161,40.71047,-73.8301,2,90,90,0,,,1,365
15411945,"Clean, cozy bedroom in luxury building",28007844,3,115,40.74471,-73.98862,2,135,30,1,1/3/2017,0.02,1,0
15411988,Honey and milk - A creative studio apartment.,98714463,3,109,40.76242,-73.99368,2,113,31,121,3/15/2020,2.39,1,173
15421244,La Casa in Brooklyn: Stylish Apt. with Patio,98828133,2,67,40.67096,-73.94896,1,120,30,181,11/27/2020,3.59,1,268
15421279,comfortable private room in Hamilton Heights,21600813,3,108,40.8317,-73.94837,2,40,30,28,8/26/2018,0.56,1,0
15422083,Comfy Room n Activist & Artist Loft,5053976,2,52,40.69119,-73.95827,2,45,30,16,9/2/2019,0.32,4,363
15422352,Private Room + Private .5 Bath  - West Harlem,62852828,3,108,40.82472,-73.95407,2,150,30,1,10/14/2019,0.07,2,89
15423552,Manhattan Upper West Side 1 BR by Central Park,98853519,3,127,40.80127,-73.96113,1,175,30,18,12/12/2019,0.4,1,9
15423731,Historic and Quiet 2 Bedroom w Backyard,48804458,4,173,40.70299,-73.89836,1,200,60,120,2/24/2020,2.41,2,0
15423923,Private room in Brooklyn,98726662,2,92,40.61021,-73.9583,2,45,2,111,11/20/2020,2.21,4,192
15423962,Cozy studio in Brooklyn,98726662,2,92,40.61021,-73.9583,2,39,3,20,10/1/2020,0.39,4,38
15425744,"Charming ,cozy private bedroom",96892684,3,128,40.83761,-73.9445,2,71,30,130,1/18/2020,2.68,1,270
15430782,Most walkable location for fun,14016646,3,107,40.72778,-73.99978,2,106,30,18,10/29/2017,0.36,1,0
15431463,Brooklyn Heights brownstone garden-level studio,2000143,2,58,40.69381,-73.99455,1,100,3,28,9/7/2020,0.55,1,0
15436384,Beautiful BR in quiet Greenpoint,5664607,2,81,40.73284,-73.95469,2,110,30,3,5/11/2019,0.07,1,0
15436800,Independent entrance,67619393,4,141,40.7389,-73.86431,2,65,30,39,10/7/2019,0.81,1,89
15436836,Carroll Gardens Apartment,8977158,2,62,40.68357,-73.99895,1,170,2,191,11/21/2020,3.8,2,326
15436871,Entire Spacious 2 Bed Apt on UWS,7610841,3,127,40.80033,-73.9619,1,375,30,80,11/12/2020,1.84,2,365
15438016,Awesome room and rooftop deck in East Williamsburg,27506975,2,96,40.70406,-73.94278,2,85,30,1,10/17/2016,0.02,1,0
15444619,Brklyn Hts Luxury - Garden Calm & Downtown Verve,35648363,2,58,40.69147,-73.99273,1,281,2,143,11/30/2020,2.84,1,349
15445990,408 Studio,99067861,3,115,40.74759,-73.98843,2,49,1,0,,,52,23
15447090,"Luxury Condo, High Fl, River Views, Balcony, Food",96996010,3,117,40.7474,-73.97298,2,205,1,26,10/16/2019,0.61,1,365
15450257,A home away from home in the heart of the UES:),30116728,3,126,40.78418,-73.95158,1,200,30,1,1/1/2018,0.03,1,0
15450848,A Life in Brooklyn,25010766,2,52,40.68863,-73.93176,1,120,30,61,9/2/2017,1.2,1,0
15453102,Large Sofa in Artist's Apartment,41393276,2,74,40.64114,-73.965,4,40,1,55,10/13/2019,1.09,1,0
15453848,Spacious Room in Crown Heights(Female Guests Only),11304670,2,67,40.66391,-73.9511,2,42,30,4,7/17/2019,0.08,1,362
15453985,Sunny Apartment Close to NYC's Major Attractions,99139601,1,26,40.81094,-73.90831,1,100,2,231,11/30/2020,4.59,1,169
15454216,Convenient 2 BRs in 4BR Apartment in Williamsburg,32545798,2,96,40.71436,-73.96226,2,95,30,1,12/25/2016,0.02,5,0
15461512,Spacious Private Bedroom in the North Bronx,99205045,1,20,40.88397,-73.89304,2,60,30,3,7/28/2019,0.07,1,362
15462208,Spacious 2 Bedroom Apartment by Central Park,26073602,3,102,40.79593,-73.94815,1,165,30,101,1/12/2019,2.01,1,1
15462245,Authentic Bklyn location with Caribbean vibes,26495690,2,67,40.6695,-73.92833,1,90,30,0,,,1,0
15464934,Brooklyn Beauty - LARGE Sunny 2BR Eco-Loft,99235017,2,94,40.64685,-74.00877,1,144,30,106,6/7/2020,2.12,1,0
15465050,"Full Size Bed, Private Bathroom & Shower",44350279,3,106,40.73523,-73.98849,2,100,2,108,2/16/2020,2.13,4,365
15467130,New Year’s NY Beautiful Apartment-Great Location,4047395,2,63,40.68647,-73.96477,1,100,7,6,12/30/2019,0.13,2,300
15468038,Urban Rustic Retreat - Shared Space,21105084,3,108,40.81705,-73.95265,4,70,30,23,6/29/2018,0.5,2,0
15470122,Beautiful home in Red Hook,35095754,2,90,40.67473,-74.01251,1,115,30,0,,,1,0
15473730,".ROOM, NearTrain, JFK5minLGA15min. Breakfast,2Peop",71176935,4,172,40.68906,-73.82949,2,28,30,36,11/1/2020,0.83,1,159
15474504,Cozy Private Room 1 people by JFK,82854298,4,139,40.6983,-73.74409,2,41,30,64,12/13/2017,1.27,2,0
15475362,1 Bedroom in Quiet Upper West Side,34687918,3,127,40.79202,-73.96882,1,120,30,0,,,1,0
15476794,Charming Private House,99346083,4,170,40.70771,-73.74068,1,125,30,0,,,1,364
15477385,Charming Apartment in Brooklyn,15858985,2,52,40.68785,-73.9505,1,140,30,0,,,1,179
15478604,Guest suite in owner-occupied private residence,36861300,2,60,40.69983,-73.92081,1,95,2,94,7/4/2020,1.88,1,74
15481609,Huge Loft Size Room with Private Bath in Hip Area!,99392252,2,52,40.69173,-73.94502,2,89,30,194,5/27/2019,3.85,4,0
15481730,Gorgeous Bushwick Apartment,1093220,2,60,40.70432,-73.92518,2,30,20,27,8/30/2020,0.56,2,40
15482081,Spacious Room in Stylish Brooklyn - Close to Train,99392252,2,52,40.69156,-73.94347,2,79,30,186,5/29/2019,3.7,4,0
15482082,Spacious Studio Near the Subway,25673940,4,165,40.74419,-73.95285,1,110,30,5,1/6/2018,0.1,1,0
15482512,Well Lit Spacious Room with Lots of Amenities,99392252,2,52,40.69357,-73.94322,2,79,30,171,5/14/2019,3.39,4,0
15482966,Cozy room in Sunnyside Gardens (near Manhattan),75458625,4,179,40.74706,-73.91675,2,74,30,17,12/10/2019,0.47,3,365
15483201,Cute Bedroom for Two in Sunnyside near Manhattan,75458625,4,179,40.74641,-73.91813,2,106,30,41,7/19/2020,0.85,3,365
15483385,Bronx 2 bedroom apartment,70668167,1,3,40.85544,-73.88945,1,50,365,0,,,2,358
15485880,Private entire floor/ in lower level of duplex apt,99434002,3,103,40.72427,-73.9783,1,149,4,117,3/15/2020,2.33,1,179
15486009,Bright private room in Brooklyn,98726662,2,84,40.61056,-73.95878,2,45,2,10,8/31/2020,0.2,4,0
15486072,Cozy Apartment off J&M Subway Lines,19977987,2,96,40.70203,-73.94037,1,125,30,12,9/26/2017,0.24,1,0
15493595,Large room in an arty Brooklyn apartment,31747645,2,63,40.6853,-73.96313,2,90,30,0,,,2,0
15494796,Private Guest Room in Charming West Village Duplex,390117,3,129,40.73313,-74.00888,2,100,1,8,4/28/2019,0.16,2,0
15494968,Inviting Photographer's Loft in Tribeca,728477,3,124,40.72417,-74.00992,1,300,10,7,11/2/2020,0.26,1,254
15495132,LARGE 2 BEDROOM APT NEAR CENTRAL PARK,9293730,3,102,40.78925,-73.94277,1,51,30,15,10/21/2020,0.31,24,365
15495653,Location Central Park ( only female guest ),3250450,3,127,40.78881,-73.96765,2,53,31,2,10/27/2017,0.04,19,364
15495897,Midtown East Stunner,61391963,3,115,40.75598,-73.9698,1,125,30,10,12/20/2019,0.25,121,344
15496314,Bluebird Hells 1BR|Work from home|Indoor B.Ball Ct,95459395,3,109,40.76196,-73.99782,1,169,30,0,,,16,341
15496496,Private Oasis Room #1- Close to L and M Train.,28786801,2,60,40.70285,-73.92653,2,49,30,3,8/20/2017,0.06,1,0
15496616,Bluebird 1BR | Work from home | Central Park,95459395,3,109,40.76103,-73.99929,1,169,30,0,,,16,341
15497088,Bluebird Hell's Kitchen 1BR|Work from home| Pools,95459395,3,109,40.76223,-73.99776,1,169,30,0,,,16,363
15497673,Bluebird Hell's Kitchen Deluxe 2BR| Work from home,95459395,3,109,40.76033,-73.99796,1,296,30,0,,,16,0
15500460,My tiny chateau,72596124,4,157,40.74762,-73.88549,1,65,30,254,10/28/2020,5.04,1,270
15506009,LARGE 1BR Apt 25 Mins to Manhattan,6218023,2,67,40.6762,-73.94423,1,90,30,5,3/11/2020,0.1,1,364
15507375,"Private Studio, Oceanside beautiful and safe area",32052000,2,83,40.57895,-73.94119,1,45,30,124,10/3/2020,2.5,2,237
15509545,PRIVATE 2 BEDROOM apt-private bath/kitchen/WIFI,99643776,3,100,40.71766,-73.99478,1,153,30,67,11/3/2020,1.45,3,0
15511695,Hip&quiet,39837217,2,60,40.70095,-73.93545,2,59,30,21,3/18/2020,0.42,1,154
15511749,"New Listing---Clean, Spacious 1-Bedroom in SoHo",99665419,3,121,40.7249,-74.00658,1,105,30,9,10/17/2018,0.26,1,0
15513127,Brooklyn Apartment,62644193,2,72,40.64482,-73.92832,2,90,30,0,,,1,0
15517104,Top floor of a charming Brooklyn townhouse,1486872,2,79,40.6692,-73.99122,1,150,2,100,2/23/2020,1.99,2,0
15518025,"Cozy East-Village Walk, Blocks from Union Square",24634123,3,103,40.73011,-73.98514,1,250,30,1,10/18/2016,0.02,1,0
15519679,Private Room in Beautiful Apartment,2276763,3,108,40.81652,-73.93941,2,60,5,3,1/1/2019,0.08,1,0
15520792,Huge & Sunny Room in Williamsburg w Roof,42328181,2,96,40.71886,-73.94175,2,48,30,0,,,1,0
15521674,Nice Room in Charming Apt.,8338942,3,119,40.72362,-73.99517,4,65,30,13,2/15/2020,0.26,4,344
15522627,Cozy Quiet Upgraded Prvt Rm in House in Brooklyn!,90771408,2,93,40.66784,-73.99032,2,73,30,36,1/19/2020,0.71,1,362
15523119,3 bedrooms ; Second floor,96148809,2,52,40.68039,-73.93569,1,129,4,135,8/16/2020,2.81,1,157
15527416,A sunny healthy big bedroom,99804239,4,146,40.7441,-73.87905,2,52,30,125,11/8/2020,2.49,1,343
15528972,2 Bedroom in Upper West right next to Central Park,99865195,3,127,40.8004,-73.9613,1,345,30,83,6/13/2020,1.71,1,254
15529937,Private room in busy location Br,98726662,2,92,40.61021,-73.9583,2,45,2,53,10/31/2020,1.21,4,0
15531089,Spacious room in cozy 4-brm Union Square apt!,7453255,3,103,40.73411,-73.98969,2,70,30,0,,,1,0
15531352,"Peaceful Getaway, minutes from NYC attractions!",94100727,4,151,40.69549,-73.8968,1,62,2,36,9/3/2017,0.72,1,0
15531889,Charming & Cool Bushwick 2 Bedroom,30380688,2,60,40.6863,-73.91085,1,148,3,179,3/15/2020,3.61,1,254
15532430,Quiet room near beach in residential area.,6051934,5,205,40.57023,-74.09468,2,80,1,8,11/3/2019,0.16,1,335
15534578,Cozy UES,17835024,3,126,40.77102,-73.94759,1,200,30,2,1/4/2020,0.16,1,0
15535079,"Cozy room in Williamsburg,only 1 stop to Manhattan",6119933,2,96,40.70974,-73.96241,2,109,2,2,5/11/2018,0.05,2,0
15535391,BedStuy Beautiful Spacious Garden Apartment,5503249,2,52,40.68253,-73.9286,1,150,30,32,12/31/2019,0.67,2,364
15536769,Charming and Cozy one bedroom,27443229,3,100,40.7144,-73.99974,1,115,2,43,1/3/2019,0.86,1,0
15537258,889 Bushwick Ave,232128102,2,60,40.69311,-73.9245,2,60,5,1,1/5/2019,0.04,1,0
15537482,Prime locantion *7-10min to Manhattan *Large Room,17480722,4,131,40.76299,-73.92724,2,110,30,1,4/27/2019,0.05,1,362
15538057,Cute room for rent,84141567,4,166,40.73497,-73.90081,2,47,1,1,10/25/2018,0.04,3,173
15543090,Brooklyn Room in Hip Neighborhood - Close to Train,99392252,2,52,40.69292,-73.94364,2,79,30,181,5/27/2019,3.58,4,0
15543169,Charming and Private Clinton Hill Hide-Away,11845677,2,63,40.68363,-73.96128,1,123,3,131,11/20/2020,2.64,1,0
15545469,Modern Bedroom with Best View in Brooklyn,14482375,2,81,40.72065,-73.94183,2,67,30,20,6/27/2019,0.42,3,0
15546982,"Chill in  Brooklyn Clinton Hill, Pratt, Avail Sept",100718,2,63,40.69465,-73.96413,1,99,1,19,9/28/2020,0.39,2,0
15548301,Small room w/backyard,97521826,2,52,40.68799,-73.95835,2,90,30,1,8/31/2018,0.04,1,179
15549056,Stay on Madison,53301314,3,102,40.80678,-73.93832,1,199,3,77,2/22/2020,1.72,1,267
15551245,可愛いレンガの壁のお部屋/ Manhattan,20915650,3,102,40.79288,-73.93994,2,48,30,1,12/31/2016,0.02,1,0
15552901,Near at the JFK 15 minutes,84562269,4,170,40.71985,-73.75356,2,36,30,5,4/23/2019,0.11,2,0
15553633,Private Apartment Gem-East Harlem,29611911,3,102,40.79398,-73.94257,1,165,30,0,,,1,89
15553994,Convenient & Cute in Gramercy,14676072,3,111,40.73795,-73.97913,1,250,30,0,,,1,87
15561163,"Large Cozy  Bedroom Apartment, brownstone",100202479,2,52,40.68662,-73.9281,1,93,3,107,11/22/2020,2.33,1,356
15561421,Beautiful Apartment in little Italy,51501835,3,112,40.71899,-73.99773,1,90,30,3,9/1/2017,0.07,127,356
15564125,High End 4 bedroom in best location in Ditmas Park,10573152,2,74,40.63717,-73.96791,2,248,30,125,10/6/2020,2.51,1,353
15564955,Sleep Cosy in an Elegant Midtown East Apartment,437960,3,115,40.75998,-73.96748,2,230,30,4,4/12/2018,0.1,1,0
15565299,Cozy Bedroom & Beautiful Apt in Williamsburg,12126100,2,96,40.71566,-73.94547,2,85,3,28,9/8/2019,0.56,1,0
15568616,Astoria Apt 15 minutes to midtown NYC by train.,6588016,4,131,40.761,-73.92541,1,79,3,60,9/4/2020,1.22,1,128
15569399,LOVELY PRIVATE BED ROOM 12 MINS FROM JFK,96424121,4,178,40.70487,-73.76821,2,64,1,69,1/15/2020,1.37,3,344
15576821,Best accommodation N price /NYC professional room.,55948559,1,34,40.86658,-73.8416,2,35,30,162,3/12/2020,3.81,4,9
15581667,Astoria Diamond,25079418,4,142,40.78153,-73.91973,1,115,30,30,5/21/2018,0.6,1,88
15581948,Comfortable Private Room in Historic Park Slope,66602200,2,87,40.67569,-73.9768,2,99,2,186,11/16/2020,3.7,1,256
15583957,Newly Renovated Apartment in Little Italy,51501835,3,112,40.71899,-73.99773,1,83,30,3,9/30/2020,0.09,127,363
15595714,Sumptuous & Lovely Williamsburg 1 Bedroom,17301301,2,96,40.70907,-73.94171,1,90,30,13,9/6/2020,0.27,1,0
15596539,Large Private Bedroom in a 3 Story Brown Stone,1427352,2,52,40.69083,-73.926,2,40,30,2,10/23/2017,0.04,1,0
15597119,Luxury Williamsburg apt w/rooftop,2456412,2,96,40.71525,-73.96227,1,190,30,3,1/5/2017,0.06,1,0
15597600,Design Hideaway in a Classic Brooklyn Townhouse,1781401,2,52,40.687,-73.93292,1,165,4,62,11/4/2020,1.44,1,164
15598303,Cozy Bedroom in cute Clinton Hill brownstone apt!,15055897,2,63,40.69102,-73.96773,2,75,30,1,10/24/2016,0.02,2,0
15598367,Cozy Private Room 1-2people,82854298,4,139,40.69888,-73.74239,2,47,30,63,10/22/2017,1.27,2,0
15602953,"Central WiFi, 5 min Jtrain Gates Ave *nwd12102020*",68787921,2,52,40.68914,-73.92326,2,40,30,42,8/5/2020,0.85,3,90
15603347,Comfortable room in a chic and modern house,515095,2,62,40.67954,-74.00096,2,85,2,84,1/1/2020,1.67,2,89
15604499,The Parachute Loft Bedrm 1,62605071,2,66,40.57702,-73.99982,2,35,30,113,2/16/2020,2.33,2,269
15604993,Williambsurg 2 Bed prime location!,100593354,2,96,40.7121,-73.96688,1,150,30,16,4/29/2019,0.34,1,159
15605295,Incredible room in Brooklyn,24346282,2,87,40.67717,-73.98046,2,45,10,17,1/13/2020,0.34,2,69
15606875,Private Studio Apartment in Bushwick,96101938,2,60,40.69588,-73.9237,1,88,30,26,3/1/2020,0.54,1,0
15611547,Great 1 bedroom UES with a terrace,65209811,3,126,40.77727,-73.94803,1,120,30,5,4/16/2017,0.1,1,365
15615535,Spacious Upper West Side Studio near Central Park,74815132,3,127,40.78837,-73.9703,1,129,30,5,4/9/2017,0.1,1,0
15618325,Sunny Prospect Park One Bedroom Apartment,19313463,2,97,40.64988,-73.97393,1,78,30,29,12/31/2019,0.59,1,0
15618546,Sunny Immaculate Spacious 1-bdrm-1 block to C Park,5598880,3,127,40.80168,-73.96102,1,135,30,11,1/8/2020,0.22,1,158
15621557,Bedroom w/ own bathroom & backyard in Bushwick!,6433320,2,60,40.699,-73.92141,2,55,30,0,,,1,0
15628789,Newly Renovate 2 Bedroom Apartment in Central Area,100757200,2,51,40.63485,-74.02453,2,117,30,276,11/15/2020,5.55,1,0
15633510,Light-Filled Corner Glass Apartment,17328624,2,89,40.65802,-73.94798,1,199,5,14,11/22/2020,0.29,1,179
15633727,Cute 1-bedroom in the East Village,16641743,3,103,40.72971,-73.98415,1,105,30,1,11/7/2016,0.02,1,0
15643425,Spacious Victorian home,11742138,2,82,40.63598,-73.96863,1,220,4,5,12/27/2019,0.25,1,159
15646546,"Great apt, Next to 1 train.",98235552,3,108,40.82323,-73.95244,2,60,30,0,,,1,0
15646586,Penthouse loft with a view / Williamsburg,4181677,2,96,40.71227,-73.96591,1,270,2,5,2/29/2020,0.42,1,17
15646864,Williamsburg / Greenpoint 1500 square foot apt,8712217,2,81,40.72542,-73.95249,1,214,30,1,11/30/2019,0.08,1,0
15647143,Lovely 2 Bedroom with Balcony on UWS,531006,3,127,40.79053,-73.96762,1,215,30,9,7/22/2018,0.21,1,0
15648008,Sunny studio loft in Brooklyn,18727732,2,96,40.71831,-73.93967,1,140,2,15,2/2/2020,0.5,1,0
15648413,"Central Park, Museum Mile & Subway in #1 Location!",80262218,3,126,40.77182,-73.95482,1,150,30,6,5/17/2020,0.15,3,344
15649021,"Cool private room in Astoria, New York!",14422390,4,165,40.76461,-73.93227,2,52,30,12,7/19/2017,0.24,1,0
15654668,Sunny 2 Bedroom - Boerum Hill,101038839,2,64,40.68668,-73.99153,1,195,60,3,1/2/2019,0.06,1,338
15658350,Large Brooklyn loft close to everything,432149,2,96,40.70049,-73.94591,1,200,30,0,,,1,0
15659634,Carroll Gardens guest suite,8977158,2,62,40.68355,-73.99697,1,180,2,174,11/21/2020,3.62,2,321
15659743,Super Cute Garden Apartment in Bed-Stuy!,62256292,2,52,40.68273,-73.93619,1,116,1,118,11/17/2020,2.36,1,163
15659791,~ NEWLY RENOVATED STUDIO ~ GRAND CENTRAL ~,1475015,3,115,40.75063,-73.97048,1,62,30,2,10/10/2020,0.62,50,288
15662010,"Private, Cheap and Comfortable Room!",39605842,4,148,40.75393,-73.82481,2,33,30,19,5/25/2020,0.38,1,331
15663285,Charming Central Park Prewar 1BR UWS,17152203,3,127,40.78391,-73.9721,1,250,30,17,11/3/2019,0.34,1,89
15663513,Townhouse Suite Overlooking Private Gardens,68094795,3,126,40.76643,-73.96124,1,249,3,92,11/9/2020,1.88,2,356
15663543,2 Bedrooms with room for 4,48498971,2,67,40.67688,-73.953,1,170,30,2,11/23/2018,0.05,1,0
15663586,Hudson Yards-Chelsea  ️,101131690,3,109,40.75831,-73.99513,1,175,2,30,12/8/2019,0.78,1,0
15663603,Comfy Private Room in Hamilton Heights,101131904,3,108,40.82898,-73.94704,2,30,2,78,11/14/2020,1.61,1,78
15663646,Big furnished bedroom Williamsburg,844442,2,96,40.70884,-73.94381,2,115,30,0,,,1,0
15664037,Flatiron / Gramercy 2 Bed Studio,22067387,3,105,40.73973,-73.98822,1,121,30,23,7/24/2017,0.46,1,0
15665152,Charming 2-Bedroom Brownstone Garden Level Apt.,19282734,2,52,40.68152,-73.92194,1,135,30,136,1/11/2020,2.73,1,0
15665485,Sunlit Jungle Apartment,8164085,4,173,40.69713,-73.89894,1,81,30,11,8/13/2019,0.27,1,0
15671751,"Cozy, Colorful Private Room on the Upper East Side",30653537,3,102,40.78785,-73.94757,2,63,30,8,5/14/2017,0.16,1,0
15672618,Beautiful Brooklyn bdrm in Prime Williamsburg,22963797,2,96,40.71234,-73.966,2,75,3,91,9/3/2020,1.86,1,362
15672772,Beautiful Creative loft exposed brick Williamsburg,2394687,2,52,40.69868,-73.95288,1,271,30,1,10/6/2018,0.04,1,358
15675520,Chic & Quiet 1 Bedroom with Private Balcony.,100671934,3,107,40.73252,-73.99526,1,196,30,10,11/14/2018,0.2,2,180
15678122,"Lovely Room in Greenpoint, Brooklyn",11262790,2,81,40.72444,-73.94997,2,58,30,3,12/30/2016,0.06,1,0
15678623,"Spacious and Homey 2 bedroom, Express Subway Stop",3137269,2,67,40.67639,-73.9314,1,130,30,7,5/8/2017,0.14,1,0
15679326,豪华套间,101276529,4,148,40.75574,-73.83205,2,96,30,80,10/15/2019,1.63,1,344
15681476,Luxury meets comfort in the heart of Williamsburg!,1314045,2,96,40.71366,-73.94953,2,41,1,321,11/29/2020,6.41,2,360
15686751,One bedroom in Williamsburg,48282875,2,96,40.70662,-73.94382,2,55,3,4,6/3/2018,0.08,1,0
15693558,Large modern one bedroom apartment,19153021,3,102,40.7917,-73.94304,1,170,30,0,,,1,0
15699791,Cozy Winged Bedroom in the East Village,59962617,3,103,40.72671,-73.98516,2,155,30,1,3/21/2017,0.02,1,0
